Device Time, G(x), G(y), G(z), G(calibrated),Speed (OBD)(km/h),Engine RPM(rpm),Relative Throttle Position(%)
25-1月-2014 22:55:16.061,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1074.25,2.74509811
25-1月-2014 22:55:16.160,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1063.25,2.74509811
25-1月-2014 22:55:16.261,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1063.25,2.74509811
25-1月-2014 22:55:16.361,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1053,2.74509811
25-1月-2014 22:55:16.463,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1042.5,2.74509811
25-1月-2014 22:55:16.560,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1042.5,2.35294127
25-1月-2014 22:55:16.662,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1048,2.35294127
25-1月-2014 22:55:16.763,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1047.75,2.35294127
25-1月-2014 22:55:16.862,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1047.75,2.35294127
25-1月-2014 22:55:16.960,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1034.5,2.35294127
25-1月-2014 22:55:17.068,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1036.5,2.35294127
25-1月-2014 22:55:17.161,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1036.5,2.74509811
25-1月-2014 22:55:17.261,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1050.5,2.74509811
25-1月-2014 22:55:17.360,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1050.5,2.74509811
25-1月-2014 22:55:17.460,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1051.5,2.74509811
25-1月-2014 22:55:17.561,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1059,3.13725495
25-1月-2014 22:55:17.688,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1059,3.13725495
25-1月-2014 22:55:17.760,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1058.5,3.13725495
25-1月-2014 22:55:17.862,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1068,3.13725495
25-1月-2014 22:55:17.960,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1068,3.13725495
25-1月-2014 22:55:18.060,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1074.75,3.13725495
25-1月-2014 22:55:18.160,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1078.25,3.13725495
25-1月-2014 22:55:18.260,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1078.25,3.13725495
25-1月-2014 22:55:18.361,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1069.25,3.13725495
25-1月-2014 22:55:18.462,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1064.25,3.13725495
25-1月-2014 22:55:18.563,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1064.25,3.13725495
25-1月-2014 22:55:18.661,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1065.25,3.13725495
25-1月-2014 22:55:18.761,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1061.5,3.13725495
25-1月-2014 22:55:18.861,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1061.5,3.13725495
25-1月-2014 22:55:18.961,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1067,3.13725495
25-1月-2014 22:55:19.062,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1052,3.13725495
25-1月-2014 22:55:19.160,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1052,3.13725495
25-1月-2014 22:55:19.260,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1065.5,3.13725495
25-1月-2014 22:55:19.361,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1062.5,3.13725495
25-1月-2014 22:55:19.461,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1062.5,3.13725495
25-1月-2014 22:55:19.561,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1065.75,3.13725495
25-1月-2014 22:55:19.660,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1065.75,3.13725495
25-1月-2014 22:55:19.760,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1056.25,3.13725495
25-1月-2014 22:55:19.860,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1067.5,3.13725495
25-1月-2014 22:55:19.963,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1044.25,3.13725495
25-1月-2014 22:55:20.060,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1044.25,3.13725495
25-1月-2014 22:55:20.161,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1061,2.74509811
25-1月-2014 22:55:20.262,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1061,2.35294127
25-1月-2014 22:55:20.360,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1051.75,2.35294127
25-1月-2014 22:55:20.462,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1045.5,2.35294127
25-1月-2014 22:55:20.562,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1045.5,2.35294127
25-1月-2014 22:55:20.664,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1042.25,2.35294127
25-1月-2014 22:55:20.760,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1039.25,2.35294127
25-1月-2014 22:55:20.860,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1036.25,2.35294127
25-1月-2014 22:55:20.960,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1036.25,2.35294127
25-1月-2014 22:55:21.062,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1042,2.35294127
25-1月-2014 22:55:21.161,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1042,2.35294127
25-1月-2014 22:55:21.261,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1045.5,2.35294127
25-1月-2014 22:55:21.365,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1036.75,2.35294127
25-1月-2014 22:55:21.461,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1036.75,2.35294127
25-1月-2014 22:55:21.560,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1042.5,2.35294127
25-1月-2014 22:55:21.664,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1041.75,2.35294127
25-1月-2014 22:55:21.763,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1041.75,2.35294127
25-1月-2014 22:55:21.861,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1048.25,2.74509811
25-1月-2014 22:55:21.960,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1057.25,2.74509811
25-1月-2014 22:55:22.060,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1057.25,2.74509811
25-1月-2014 22:55:22.161,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1047.5,2.74509811
25-1月-2014 22:55:22.260,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1041,2.74509811
25-1月-2014 22:55:22.361,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1041,2.74509811
25-1月-2014 22:55:22.461,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1039,2.74509811
25-1月-2014 22:55:22.561,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1049.25,2.74509811
25-1月-2014 22:55:22.660,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1049.25,2.74509811
25-1月-2014 22:55:22.761,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1043.75,2.74509811
25-1月-2014 22:55:22.861,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1052.75,2.74509811
25-1月-2014 22:55:22.964,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1052.75,2.74509811
25-1月-2014 22:55:23.066,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1047.75,2.74509811
25-1月-2014 22:55:23.161,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1047.75,2.74509811
25-1月-2014 22:55:23.264,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1048.75,2.74509811
25-1月-2014 22:55:23.361,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1048.75,2.35294127
25-1月-2014 22:55:23.461,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1075,2.35294127
25-1月-2014 22:55:23.561,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1079.5,2.74509811
25-1月-2014 22:55:23.661,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1079.5,2.74509811
25-1月-2014 22:55:23.761,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1077.5,2.74509811
25-1月-2014 22:55:23.861,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1077.5,2.35294127
25-1月-2014 22:55:23.961,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1085.5,2.35294127
25-1月-2014 22:55:24.061,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1085.5,2.74509811
25-1月-2014 22:55:24.160,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1077.25,2.74509811
25-1月-2014 22:55:24.260,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1085.25,2.74509811
25-1月-2014 22:55:24.360,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1085.25,2.74509811
25-1月-2014 22:55:24.460,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1081.25,2.74509811
25-1月-2014 22:55:24.560,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1081.5,2.35294127
25-1月-2014 22:55:24.660,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1076,2.35294127
25-1月-2014 22:55:24.761,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1076,2.35294127
25-1月-2014 22:55:24.860,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1075,2.35294127
25-1月-2014 22:55:24.960,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1072.75,2.35294127
25-1月-2014 22:55:25.074,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1072.75,2.35294127
25-1月-2014 22:55:25.162,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1067,2.35294127
25-1月-2014 22:55:25.259,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1072.75,2.35294127
25-1月-2014 22:55:25.360,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1072.75,2.35294127
25-1月-2014 22:55:25.460,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1066,2.35294127
25-1月-2014 22:55:25.560,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1066,2.35294127
25-1月-2014 22:55:25.660,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1067,2.35294127
25-1月-2014 22:55:25.760,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1062,2.35294127
25-1月-2014 22:55:25.862,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1062,2.35294127
25-1月-2014 22:55:25.960,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1055.25,2.35294127
25-1月-2014 22:55:26.060,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1055.25,2.35294127
25-1月-2014 22:55:26.160,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1061.5,2.35294127
25-1月-2014 22:55:26.260,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1064.5,2.35294127
25-1月-2014 22:55:26.360,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1064.5,2.35294127
25-1月-2014 22:55:26.460,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1063,2.35294127
25-1月-2014 22:55:26.560,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1063,2.35294127
25-1月-2014 22:55:26.660,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1067.75,2.35294127
25-1月-2014 22:55:26.760,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1071.5,2.35294127
25-1月-2014 22:55:26.860,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1071.5,2.35294127
25-1月-2014 22:55:26.960,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1060.5,2.35294127
25-1月-2014 22:55:27.060,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1060.5,2.35294127
25-1月-2014 22:55:27.160,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1062.5,2.35294127
25-1月-2014 22:55:27.260,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1059,2.35294127
25-1月-2014 22:55:27.361,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1064.5,2.35294127
25-1月-2014 22:55:27.460,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1064.5,2.35294127
25-1月-2014 22:55:27.560,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1064.25,2.35294127
25-1月-2014 22:55:27.661,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1064.25,2.35294127
25-1月-2014 22:55:27.759,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1062.25,2.35294127
25-1月-2014 22:55:27.860,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1065,2.35294127
25-1月-2014 22:55:27.960,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1065,2.35294127
25-1月-2014 22:55:28.060,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1071.25,2.35294127
25-1月-2014 22:55:28.160,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1071.25,2.35294127
25-1月-2014 22:55:28.260,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1074.75,2.35294127
25-1月-2014 22:55:28.360,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1071,2.35294127
25-1月-2014 22:55:28.460,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1068.75,2.35294127
25-1月-2014 22:55:28.561,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1068.75,2.35294127
25-1月-2014 22:55:28.660,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1063.75,2.35294127
25-1月-2014 22:55:28.760,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1063.75,2.35294127
25-1月-2014 22:55:28.860,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1063.75,2.35294127
25-1月-2014 22:55:28.960,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1059.75,2.35294127
25-1月-2014 22:55:29.060,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1059.75,2.35294127
25-1月-2014 22:55:29.160,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1054.25,2.35294127
25-1月-2014 22:55:29.260,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1049.75,2.35294127
25-1月-2014 22:55:29.360,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1049.75,2.35294127
25-1月-2014 22:55:29.461,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1062.25,2.35294127
25-1月-2014 22:55:29.560,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1062.25,2.35294127
25-1月-2014 22:55:29.661,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1062.25,2.35294127
25-1月-2014 22:55:29.760,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1062.25,2.35294127
25-1月-2014 22:55:29.860,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1061.75,2.35294127
25-1月-2014 22:55:29.960,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1064.75,2.35294127
25-1月-2014 22:55:30.060,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1064.75,2.35294127
25-1月-2014 22:55:30.159,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1053.25,2.35294127
25-1月-2014 22:55:30.260,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1053.25,2.35294127
25-1月-2014 22:55:30.360,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1056.75,2.35294127
25-1月-2014 22:55:30.461,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1055.5,2.35294127
25-1月-2014 22:55:30.559,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1055.5,2.35294127
25-1月-2014 22:55:30.660,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1052.25,2.35294127
25-1月-2014 22:55:30.760,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1048.75,2.35294127
25-1月-2014 22:55:30.861,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1048.75,2.35294127
25-1月-2014 22:55:30.960,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1061.75,2.35294127
25-1月-2014 22:55:31.060,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1050.5,2.35294127
25-1月-2014 22:55:31.160,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1050.5,2.35294127
25-1月-2014 22:55:31.260,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1055.5,2.35294127
25-1月-2014 22:55:31.361,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1055.5,2.35294127
25-1月-2014 22:55:31.463,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1057,2.35294127
25-1月-2014 22:55:31.561,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1057,2.35294127
25-1月-2014 22:55:31.660,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1053.75,2.35294127
25-1月-2014 22:55:31.761,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1053.25,2.35294127
25-1月-2014 22:55:31.860,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1053.25,2.35294127
25-1月-2014 22:55:31.960,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1047.25,2.35294127
25-1月-2014 22:55:32.061,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1054.5,2.35294127
25-1月-2014 22:55:32.161,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1054.5,2.35294127
25-1月-2014 22:55:32.260,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1063.75,2.35294127
25-1月-2014 22:55:32.360,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1058.5,2.35294127
25-1月-2014 22:55:32.460,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1058.5,2.35294127
25-1月-2014 22:55:32.560,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1061.25,2.35294127
25-1月-2014 22:55:32.660,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1061.25,2.35294127
25-1月-2014 22:55:32.760,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1061.25,2.35294127
25-1月-2014 22:55:32.860,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1062.25,2.35294127
25-1月-2014 22:55:32.960,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1062.25,2.35294127
25-1月-2014 22:55:33.060,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1072.75,2.35294127
25-1月-2014 22:55:33.161,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1059,2.35294127
25-1月-2014 22:55:33.260,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1059,2.35294127
25-1月-2014 22:55:33.360,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1057.75,2.35294127
25-1月-2014 22:55:33.461,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1057.75,2.35294127
25-1月-2014 22:55:33.560,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1050.75,2.35294127
25-1月-2014 22:55:33.660,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1042.25,2.35294127
25-1月-2014 22:55:33.761,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1042.25,2.35294127
25-1月-2014 22:55:33.860,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1045,2.35294127
25-1月-2014 22:55:33.961,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1045.75,2.35294127
25-1月-2014 22:55:34.062,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1045.75,2.35294127
25-1月-2014 22:55:34.160,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1051,2.35294127
25-1月-2014 22:55:34.260,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1062.25,2.35294127
25-1月-2014 22:55:34.360,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1062.25,2.35294127
25-1月-2014 22:55:34.461,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1058.5,2.35294127
25-1月-2014 22:55:34.560,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1059,2.35294127
25-1月-2014 22:55:34.661,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1059,2.74509811
25-1月-2014 22:55:34.760,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1061.25,2.74509811
25-1月-2014 22:55:34.860,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1064.75,2.74509811
25-1月-2014 22:55:34.960,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1064.75,2.74509811
25-1月-2014 22:55:35.060,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1072.5,2.74509811
25-1月-2014 22:55:35.160,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1072.5,2.74509811
25-1月-2014 22:55:35.262,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1073.75,2.74509811
25-1月-2014 22:55:35.360,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1069,2.74509811
25-1月-2014 22:55:35.460,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1069,3.13725495
25-1月-2014 22:55:35.560,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1106,3.13725495
25-1月-2014 22:55:35.660,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1157.25,2.74509811
25-1月-2014 22:55:35.761,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1157.25,2.74509811
25-1月-2014 22:55:35.861,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1157.25,2.74509811
25-1月-2014 22:55:35.960,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1184.75,2.74509811
25-1月-2014 22:55:36.060,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1192.5,2.74509811
25-1月-2014 22:55:36.161,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1192.5,2.74509811
25-1月-2014 22:55:36.260,2.83303237,6.74207211,-1.56633997,-0.06466393,1,1181.25,2.74509811
25-1月-2014 22:55:36.361,2.83303237,6.74207211,-1.56633997,-0.06466393,1,1080,2.74509811
25-1月-2014 22:55:36.460,2.83303237,6.74207211,-1.56633997,-0.06466393,1,1080,2.74509811
25-1月-2014 22:55:36.560,2.83303237,6.74207211,-1.56633997,-0.06466393,1,1050,2.74509811
25-1月-2014 22:55:36.661,2.83303237,6.74207211,-1.56633997,-0.06466393,1,1050.25,2.74509811
25-1月-2014 22:55:36.761,2.83303237,6.74207211,-1.56633997,-0.06466393,1,1050.25,2.35294127
25-1月-2014 22:55:36.860,2.83303237,6.74207211,-1.56633997,-0.06466393,1,1055.75,2.35294127
25-1月-2014 22:55:36.960,2.83303237,6.74207211,-1.56633997,-0.06466393,1,1057.5,2.74509811
25-1月-2014 22:55:37.060,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1057.5,2.35294127
25-1月-2014 22:55:37.161,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1052.25,2.35294127
25-1月-2014 22:55:37.260,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1037.75,2.35294127
25-1月-2014 22:55:37.361,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1037.75,2.35294127
25-1月-2014 22:55:37.461,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1037.75,2.35294127
25-1月-2014 22:55:37.561,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1034.25,2.35294127
25-1月-2014 22:55:37.660,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1025.75,2.35294127
25-1月-2014 22:55:37.760,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1025.75,2.35294127
25-1月-2014 22:55:37.861,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1028.5,2.35294127
25-1月-2014 22:55:37.961,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1028.5,3.92156863
25-1月-2014 22:55:38.060,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1055,3.92156863
25-1月-2014 22:55:38.160,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1110.75,3.13725495
25-1月-2014 22:55:38.261,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1110.75,3.13725495
25-1月-2014 22:55:38.360,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1148.5,3.13725495
25-1月-2014 22:55:38.461,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1170,3.52941179
25-1月-2014 22:55:38.563,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1170,3.52941179
25-1月-2014 22:55:38.660,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1169,3.52941179
25-1月-2014 22:55:38.759,2.83303237,6.74207211,-1.56633997,-0.06466393,0,1165.5,3.52941179
